Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (GHz),FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,Release Year,Release Month,Type_enc,Vendor_enc,Foundry_Fujitsu,Foundry_GlobalFoundries,Foundry_IBM,Foundry_Intel,Foundry_NEC,Foundry_Renesas,Foundry_Samsung,Foundry_Sony,Foundry_TSMC,Foundry_UMC,Foundry_Unknown,Transistors (million)_log,Die Size (mm^2)_log,TDP (W)_log,FP16 GFLOPS_log,FP32 GFLOPS_log,FP64 GFLOPS_log
90.0,125.0,235.0,227.0,3200.0,,,,,,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.836281906951478,,,
65.0,65.0,126.0,154.0,1900.0,,,,2006.0,12.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.844187086458591,4.189654742026425,,,
90.0,65.0,220.0,154.0,2000.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,5.3981627015177525,4.189654742026425,,,
65.0,65.0,126.0,154.0,2100.0,,,,2006.0,12.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.844187086458591,4.189654742026425,,,
65.0,65.0,126.0,154.0,2200.0,,,,2006.0,12.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.844187086458591,4.189654742026425,,,
65.0,65.0,126.0,154.0,2300.0,,,,2006.0,12.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.844187086458591,4.189654742026425,,,
90.0,110.0,156.0,154.0,2400.0,,,,2006.0,5.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,5.056245805348308,4.709530201312334,,,
65.0,65.0,126.0,154.0,2500.0,,,,2006.0,12.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.844187086458591,4.189654742026425,,,
65.0,65.0,126.0,154.0,2600.0,,,,2006.0,12.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.844187086458591,4.189654742026425,,,
90.0,65.0,220.0,154.0,2600.0,,,,2006.0,9.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,5.3981627015177525,4.189654742026425,,,
90.0,89.0,220.0,154.0,2600.0,,,,2006.0,9.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,5.3981627015177525,4.499809670330265,,,
90.0,65.0,220.0,154.0,2600.0,,,,2006.0,9.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,5.3981627015177525,4.189654742026425,,,
90.0,89.0,220.0,154.0,2800.0,,,,2006.0,12.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,5.3981627015177525,4.499809670330265,,,
90.0,89.0,220.0,227.0,2800.0,,,,2006.0,12.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.3981627015177525,4.499809670330265,,,
90.0,45.0,235.0,227.0,1800.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,3.828641396489095,,,
90.0,95.0,235.0,227.0,1800.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,95.0,235.0,227.0,1800.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,45.0,235.0,227.0,1800.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,3.828641396489095,,,
90.0,68.0,235.0,227.0,1800.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,68.0,235.0,227.0,1800.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,95.0,235.0,227.0,2000.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,95.0,235.0,227.0,2000.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,68.0,235.0,227.0,2000.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,68.0,235.0,227.0,2000.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,95.0,235.0,227.0,2200.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,95.0,235.0,227.0,2200.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,68.0,235.0,227.0,2200.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,68.0,235.0,227.0,2200.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,95.0,235.0,227.0,2400.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,95.0,235.0,227.0,2400.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,68.0,235.0,227.0,2400.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,68.0,235.0,227.0,2400.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,95.0,235.0,227.0,2600.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,95.0,235.0,227.0,2600.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,119.0,235.0,227.0,2800.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.787491742782046,,,
90.0,119.0,235.0,227.0,2800.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.787491742782046,,,
90.0,45.0,235.0,227.0,1800.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,3.828641396489095,,,
90.0,95.0,235.0,227.0,2000.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,95.0,235.0,227.0,2000.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,68.0,235.0,227.0,2000.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,68.0,235.0,227.0,2000.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,95.0,235.0,227.0,2200.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,95.0,235.0,227.0,2200.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,68.0,235.0,227.0,2200.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,68.0,235.0,227.0,2200.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,95.0,235.0,227.0,2400.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,95.0,235.0,227.0,2400.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,68.0,235.0,227.0,2400.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,68.0,235.0,227.0,2400.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,95.0,235.0,227.0,2600.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,95.0,235.0,227.0,2600.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,120.0,235.0,227.0,2800.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.795790545596741,,,
90.0,120.0,235.0,227.0,2800.0,,,,2006.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.795790545596741,,,
90.0,62.0,103.0,81.0,1600.0,,,,2006.0,5.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,4.406719247264253,4.6443908991413725,4.143134726391533,,,
90.0,62.0,103.0,81.0,1600.0,,,,2006.0,5.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,4.406719247264253,4.6443908991413725,4.143134726391533,,,
90.0,62.0,103.0,81.0,1800.0,,,,2006.0,5.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,4.406719247264253,4.6443908991413725,4.143134726391533,,,
90.0,62.0,103.0,81.0,2200.0,,,,2006.0,10.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,4.406719247264253,4.6443908991413725,4.143134726391533,,,
65.0,31.0,171.0,731.0,2000.0,,,,2006.0,6.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,6.595780513961311,5.147494476813453,3.4657359027997265,,,
65.0,84.0,109.0,125.0,3200.0,,,,2006.0,5.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,4.836281906951478,4.700480365792417,4.442651256490317,,,
65.0,65.0,111.0,167.0,1800.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.123963979403259,4.718498871295094,4.189654742026425,,,
65.0,65.0,143.0,291.0,1866.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.676753802268282,4.969813299576001,4.189654742026425,,,
65.0,65.0,143.0,291.0,2133.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.676753802268282,4.969813299576001,4.189654742026425,,,
65.0,65.0,143.0,291.0,2400.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.676753802268282,4.969813299576001,4.189654742026425,,,
65.0,65.0,143.0,291.0,2667.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.676753802268282,4.969813299576001,4.189654742026425,,,
65.0,35.0,143.0,731.0,1600.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,6.595780513961311,4.969813299576001,3.58351893845611,,,
65.0,35.0,143.0,731.0,1667.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,6.595780513961311,4.969813299576001,3.58351893845611,,,
65.0,35.0,143.0,731.0,1833.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,6.595780513961311,4.969813299576001,3.58351893845611,,,
65.0,35.0,143.0,293.0,2000.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.683579767338681,4.969813299576001,3.58351893845611,,,
65.0,35.0,143.0,293.0,2000.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.683579767338681,4.969813299576001,3.58351893845611,,,
65.0,35.0,143.0,293.0,2166.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.683579767338681,4.969813299576001,3.58351893845611,,,
65.0,35.0,143.0,293.0,2333.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.683579767338681,4.969813299576001,3.58351893845611,,,
65.0,35.0,143.0,293.0,2333.0,,,,2006.0,12.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.683579767338681,4.969813299576001,3.58351893845611,,,
65.0,130.0,171.0,582.0,2666.0,,,,2006.0,11.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,6.368187186350492,5.147494476813453,4.875197323201151,,,
65.0,75.0,143.0,291.0,2933.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.676753802268282,4.969813299576001,4.330733340286331,,,
65.0,15.0,90.0,151.0,1833.0,,,,2006.0,9.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.0238805208462765,4.51085950651685,2.772588722239781,,,
65.0,31.0,90.0,151.0,2333.0,,,,2006.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.0238805208462765,4.51085950651685,3.4657359027997265,,,
65.0,9.0,90.0,151.0,1066.0,,,,2006.0,9.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.0238805208462765,4.51085950651685,2.302585092994046,,,
65.0,9.0,90.0,151.0,1200.0,,,,2006.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.0238805208462765,4.51085950651685,2.302585092994046,,,
90.0,84.0,109.0,125.0,3060.0,,,,,,0,7.0,0,0,0,1,0,0,0,0,0,0,0,4.836281906951478,4.700480365792417,4.442651256490317,,,
65.0,95.0,171.0,376.0,2800.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.932245187448011,5.147494476813453,4.564348191467836,,,
65.0,95.0,171.0,376.0,3000.0,,,,2006.0,10.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.932245187448011,5.147494476813453,4.564348191467836,,,
65.0,95.0,171.0,376.0,3400.0,,,,2006.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.932245187448011,5.147494476813453,4.564348191467836,,,
65.0,65.0,171.0,731.0,1600.0,,,,2006.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,6.595780513961311,5.147494476813453,4.189654742026425,,,
65.0,65.0,171.0,731.0,1866.0,,,,2006.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,6.595780513961311,5.147494476813453,4.189654742026425,,,
65.0,65.0,171.0,731.0,2000.0,,,,2006.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,6.595780513961311,5.147494476813453,4.189654742026425,,,
65.0,65.0,171.0,731.0,2333.0,,,,2006.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,6.595780513961311,5.147494476813453,4.189654742026425,,,
65.0,40.0,171.0,731.0,2333.0,,,,2006.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,6.595780513961311,5.147494476813453,3.713572066704308,,,
65.0,65.0,171.0,731.0,2666.0,,,,2006.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,6.595780513961311,5.147494476813453,4.189654742026425,,,
65.0,80.0,171.0,731.0,3000.0,,,,2006.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,6.595780513961311,5.147494476813453,4.394449154672439,,,
65.0,95.0,435.0,1328.0,2600.0,,,,2006.0,8.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,7.192182058713246,6.077642243349034,4.564348191467836,,,
65.0,95.0,435.0,1328.0,2500.0,,,,2006.0,8.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,7.192182058713246,6.077642243349034,4.564348191467836,,,
65.0,95.0,435.0,1328.0,3000.0,,,,2006.0,8.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,7.192182058713246,6.077642243349034,4.564348191467836,,,
65.0,95.0,435.0,1328.0,3000.0,,,,2006.0,8.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,7.192182058713246,6.077642243349034,4.564348191467836,,,
65.0,150.0,435.0,1328.0,3200.0,,,,2006.0,8.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,7.192182058713246,6.077642243349034,5.017279836814924,,,
65.0,150.0,435.0,1328.0,3166.0,,,,2006.0,8.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,7.192182058713246,6.077642243349034,5.017279836814924,,,
65.0,150.0,435.0,1328.0,3400.0,,,,2006.0,8.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,7.192182058713246,6.077642243349034,5.017279836814924,,,
65.0,150.0,435.0,1328.0,3333.0,,,,2006.0,8.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,7.192182058713246,6.077642243349034,5.017279836814924,,,
65.0,150.0,435.0,1328.0,3500.0,,,,2006.0,8.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,7.192182058713246,6.077642243349034,5.017279836814924,,,
65.0,45.0,77.0,122.0,2000.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,4.812184355372417,4.356708826689592,3.828641396489095,,,
90.0,62.0,230.0,227.0,2200.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.442417710521793,4.143134726391533,,,
65.0,45.0,77.0,122.0,2200.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,4.812184355372417,4.356708826689592,3.828641396489095,,,
90.0,59.0,103.1,154.0,2200.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.645351975620923,4.0943445622221,,,
90.0,35.0,183.0,154.0,2200.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,5.214935757608986,3.58351893845611,,,
65.0,45.0,77.0,122.0,2400.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,4.812184355372417,4.356708826689592,3.828641396489095,,,
90.0,62.0,230.0,227.0,2400.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.442417710521793,4.143134726391533,,,
90.0,59.0,103.1,154.0,2400.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.645351975620923,4.0943445622221,,,
90.0,62.0,230.0,227.0,2600.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.442417710521793,4.143134726391533,,,
90.0,59.0,103.1,154.0,2600.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.645351975620923,4.0943445622221,,,
90.0,45.0,230.0,227.0,2200.0,,,,2007.0,10.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.442417710521793,3.828641396489095,,,
90.0,45.0,101.3,154.0,2200.0,,,,2007.0,10.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.627909672957581,3.828641396489095,,,
90.0,45.0,230.0,227.0,2400.0,,,,2007.0,10.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.442417710521793,3.828641396489095,,,
90.0,45.0,101.3,154.0,2400.0,,,,2007.0,10.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.627909672957581,3.828641396489095,,,
90.0,45.0,230.0,227.0,2600.0,,,,2007.0,10.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.442417710521793,3.828641396489095,,,
65.0,65.0,126.0,154.0,2600.0,,,,2007.0,9.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.844187086458591,4.189654742026425,,,
90.0,65.0,220.0,154.0,2600.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,5.3981627015177525,4.189654742026425,,,
65.0,65.0,126.0,154.0,2700.0,,,,2007.0,10.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.844187086458591,4.189654742026425,,,
90.0,125.0,220.0,227.0,3000.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.3981627015177525,4.836281906951478,,,
65.0,89.0,126.0,154.0,3100.0,,,,2007.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.844187086458591,4.499809670330265,,,
90.0,125.0,230.0,227.0,3200.0,,,,2007.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.442417710521793,4.836281906951478,,,
65.0,45.0,126.0,154.0,1900.0,,,,2007.0,10.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.844187086458591,3.828641396489095,,,
65.0,45.0,126.0,154.0,2100.0,,,,2007.0,10.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.844187086458591,3.828641396489095,,,
65.0,45.0,126.0,154.0,2300.0,,,,2007.0,10.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.043425116919247,4.844187086458591,3.828641396489095,,,
90.0,68.0,235.0,227.0,2600.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,95.0,235.0,227.0,2800.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,95.0,235.0,227.0,3000.0,,,,2007.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,119.0,235.0,227.0,3000.0,,,,2007.0,4.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.787491742782046,,,
90.0,119.0,235.0,227.0,3200.0,,,,2007.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.787491742782046,,,
90.0,68.0,235.0,227.0,2600.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.23410650459726,,,
90.0,95.0,235.0,227.0,2800.0,,,,2007.0,2.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,95.0,235.0,227.0,3000.0,,,,2007.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.564348191467836,,,
90.0,120.0,235.0,227.0,3000.0,,,,2007.0,4.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.795790545596741,,,
90.0,120.0,235.0,227.0,3200.0,,,,2007.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,5.429345628954441,5.4638318050256105,4.795790545596741,,,
65.0,95.0,285.0,450.0,2200.0,,,,2007.0,11.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,6.111467339502679,5.655991810819852,4.564348191467836,,,
65.0,95.0,285.0,450.0,2300.0,,,,2007.0,11.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,6.111467339502679,5.655991810819852,4.564348191467836,,,
65.0,95.0,285.0,450.0,2300.0,,,,2007.0,12.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,6.111467339502679,5.655991810819852,4.564348191467836,,,
65.0,45.0,171.0,731.0,1900.0,,,,2007.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,6.595780513961311,5.147494476813453,3.828641396489095,,,
65.0,45.0,171.0,731.0,2000.0,,,,2007.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,6.595780513961311,5.147494476813453,3.828641396489095,,,
65.0,45.0,171.0,731.0,2100.0,,,,2007.0,8.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,6.595780513961311,5.147494476813453,3.828641396489095,,,
65.0,45.0,171.0,731.0,2200.0,,,,2007.0,10.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,6.595780513961311,5.147494476813453,3.828641396489095,,,
65.0,45.0,171.0,731.0,2300.0,,,,2007.0,10.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,6.595780513961311,5.147494476813453,3.828641396489095,,,
90.0,3.0,66.0,176.0,600.0,,,,2007.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.176149732573829,4.204692619390966,1.3862943611198906,,,
90.0,3.0,66.0,176.0,800.0,,,,2007.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.176149732573829,4.204692619390966,1.3862943611198906,,,
65.0,19.0,77.0,105.0,1200.0,,,,2007.0,10.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,4.663439094112067,4.356708826689592,2.995732273553991,,,
65.0,35.0,77.0,105.0,1600.0,,,,2007.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,4.663439094112067,4.356708826689592,3.58351893845611,,,
65.0,35.0,77.0,105.0,1800.0,,,,2007.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,4.663439094112067,4.356708826689592,3.58351893845611,,,
65.0,35.0,77.0,105.0,2000.0,,,,2007.0,6.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,4.663439094112067,4.356708826689592,3.58351893845611,,,
65.0,65.0,111.0,167.0,2000.0,,,,2007.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.123963979403259,4.718498871295094,4.189654742026425,,,
65.0,65.0,111.0,167.0,2200.0,,,,2007.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.123963979403259,4.718498871295094,4.189654742026425,,,
65.0,65.0,111.0,167.0,2400.0,,,,2007.0,10.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.123963979403259,4.718498871295094,4.189654742026425,,,
65.0,65.0,143.0,291.0,1860.0,,,,2007.0,4.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.676753802268282,4.969813299576001,4.189654742026425,,,
65.0,65.0,111.0,167.0,2133.0,,,,2007.0,4.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.123963979403259,4.718498871295094,4.189654742026425,,,
65.0,65.0,143.0,291.0,2333.0,,,,2007.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.676753802268282,4.969813299576001,4.189654742026425,,,
65.0,65.0,143.0,291.0,2667.0,,,,2007.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.676753802268282,4.969813299576001,4.189654742026425,,,
65.0,75.0,143.0,291.0,3000.0,,,,2007.0,7.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.676753802268282,4.969813299576001,4.330733340286331,,,
65.0,35.0,111.0,293.0,1800.0,,,,2007.0,5.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,5.683579767338681,4.718498871295094,3.58351893845611,,,
