Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (GHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,Release Year,Release Month
CPU,2012-10-23,32.0,95.0,315.0,1200.0,3500.0,GlobalFoundries,AMD,,,,2012.0,10.0
CPU,2012-10-23,32.0,95.0,315.0,1200.0,3200.0,Unknown,AMD,,,,2012.0,10.0
CPU,2012-10-23,32.0,125.0,315.0,1200.0,3900.0,Unknown,AMD,,,,2012.0,10.0
CPU,2012-10-23,32.0,95.0,315.0,1200.0,3300.0,Unknown,AMD,,,,2012.0,10.0
CPU,2012-10-23,32.0,125.0,315.0,1200.0,3500.0,GlobalFoundries,AMD,,,,2012.0,10.0
CPU,2012-10-23,32.0,125.0,315.0,1200.0,4000.0,GlobalFoundries,AMD,,,,2012.0,10.0
CPU,2012-08-07,32.0,100.0,246.0,1303.0,3800.0,GlobalFoundries,AMD,,,,2012.0,8.0
CPU,2012-12-04,32.0,25.0,315.0,1200.0,1900.0,Unknown,AMD,,,,2012.0,12.0
CPU,2012-12-04,32.0,45.0,315.0,1200.0,2800.0,Unknown,AMD,,,,2012.0,12.0
CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,Unknown,AMD,,,,2012.0,12.0
CPU,2012-12-04,32.0,35.0,315.0,1200.0,2200.0,Unknown,AMD,,,,2012.0,12.0
CPU,2012-12-04,32.0,65.0,315.0,1200.0,3000.0,Unknown,AMD,,,,2012.0,12.0
CPU,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,Unknown,AMD,,,,2012.0,12.0
CPU,2012-12-04,32.0,95.0,315.0,1200.0,3500.0,Unknown,AMD,,,,2012.0,12.0
CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,Unknown,AMD,,,,2012.0,12.0
CPU,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,Unknown,AMD,,,,2012.0,12.0
CPU,2012-12-04,32.0,35.0,315.0,1200.0,2200.0,Unknown,AMD,,,,2012.0,12.0
CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,Unknown,AMD,,,,2012.0,12.0
CPU,2012-11-05,32.0,115.0,171.0,2400.0,2800.0,GlobalFoundries,AMD,,,,2012.0,11.0
CPU,2012-11-05,32.0,85.0,315.0,2400.0,1800.0,Unknown,AMD,,,,2012.0,11.0
CPU,2012-11-05,32.0,115.0,315.0,2400.0,2300.0,Unknown,AMD,,,,2012.0,11.0
CPU,2012-11-05,32.0,115.0,315.0,2400.0,2400.0,Unknown,AMD,,,,2012.0,11.0
CPU,2012-11-05,32.0,115.0,315.0,2400.0,2500.0,Unknown,AMD,,,,2012.0,11.0
CPU,2012-11-05,32.0,140.0,315.0,2400.0,2800.0,Unknown,AMD,,,,2012.0,11.0
CPU,,32.0,65.0,246.0,1303.0,2900.0,GlobalFoundries,AMD,,,,,
CPU,2012-10-09,40.0,5.0,171.0,731.0,1000.0,Unknown,AMD,,,,2012.0,10.0
CPU,2012-12-11,32.0,8.0,171.0,731.0,1600.0,Intel,Intel,,,,2012.0,12.0
CPU,2012-12-11,32.0,6.0,171.0,731.0,1600.0,Intel,Intel,,,,2012.0,12.0
CPU,2012-12-11,32.0,9.0,171.0,731.0,2000.0,Intel,Intel,,,,2012.0,12.0
CPU,2012-09-27,32.0,3.0,65.0,140.0,1800.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-01,32.0,17.0,131.0,504.0,1500.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-01,32.0,35.0,131.0,504.0,1800.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-12-03,22.0,55.0,94.0,731.0,2600.0,Intel,Intel,,,,2012.0,12.0
CPU,2012-12-03,22.0,35.0,94.0,731.0,2300.0,Intel,Intel,,,,2012.0,12.0
CPU,2012-12-03,22.0,55.0,94.0,731.0,2700.0,Intel,Intel,,,,2012.0,12.0
CPU,2012-09-01,32.0,35.0,131.0,504.0,1900.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-01,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-01,32.0,35.0,149.0,624.0,2200.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-01,32.0,17.0,149.0,624.0,1500.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-30,22.0,35.0,118.0,731.0,2500.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-30,22.0,35.0,118.0,731.0,2500.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,55.0,94.0,731.0,3300.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,35.0,94.0,731.0,2800.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,55.0,118.0,731.0,3300.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,55.0,94.0,731.0,3400.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,35.0,94.0,731.0,3000.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,77.0,133.0,731.0,3000.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,77.0,133.0,731.0,2700.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-11-01,22.0,65.0,160.0,1480.0,2700.0,Intel,Intel,,,,2012.0,11.0
CPU,2012-09-03,22.0,69.0,133.0,731.0,3100.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-11-01,22.0,35.0,160.0,731.0,2800.0,Intel,Intel,,,,2012.0,11.0
CPU,2012-11-01,22.0,35.0,160.0,1480.0,2900.0,Intel,Intel,,,,2012.0,11.0
CPU,2012-09-30,22.0,45.0,160.0,1480.0,2400.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,Intel,Intel,,,,2012.0,10.0
CPU,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,Intel,Intel,,,,2012.0,10.0
CPU,2012-09-01,22.0,45.0,160.0,1480.0,2400.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,55.0,160.0,1400.0,3000.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-11-01,32.0,150.0,435.0,2270.0,3500.0,Intel,Intel,,,,2012.0,11.0
CPU,2012-09-01,22.0,35.0,118.0,1400.0,2400.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-01,22.0,10.0,118.0,1400.0,1100.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-01,32.0,17.0,131.0,504.0,1600.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-01,32.0,35.0,131.0,504.0,2400.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,35.0,94.0,731.0,2600.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-03,22.0,55.0,94.0,731.0,3100.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-02,32.0,65.0,131.0,504.0,2900.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-09-02,32.0,35.0,131.0,504.0,2500.0,Intel,Intel,,,,2012.0,9.0
CPU,2012-11-12,22.0,300.0,350.0,5000.0,1053.0,Intel,Intel,,,,2012.0,11.0
CPU,2012-11-12,22.0,225.0,350.0,5000.0,1053.0,Intel,Intel,,,,2012.0,11.0
CPU,2012-11-12,22.0,300.0,350.0,5000.0,1250.0,Intel,Intel,,,,2012.0,11.0
CPU,2012-11-12,22.0,300.0,350.0,5000.0,1250.0,Intel,Intel,,,,2012.0,11.0
CPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,,,,2012.0,11.0
CPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,,,,2012.0,11.0
CPU,2013-09-16,32.0,45.0,246.0,1303.0,2500.0,GlobalFoundries,AMD,,,,2013.0,9.0
CPU,2013-10-28,32.0,100.0,246.0,1303.0,4000.0,GlobalFoundries,AMD,,,,2013.0,10.0
CPU,2013-10-28,32.0,100.0,246.0,1303.0,4000.0,GlobalFoundries,AMD,,,,2013.0,10.0
CPU,2013-10-18,28.0,8.0,107.0,731.0,1000.0,Unknown,AMD,,,,2013.0,10.0
CPU,,32.0,65.0,246.0,1303.0,3800.0,GlobalFoundries,AMD,,,,,
CPU,2013-09-16,32.0,45.0,246.0,1303.0,2100.0,GlobalFoundries,AMD,,,,2013.0,9.0
CPU,,32.0,65.0,246.0,1303.0,3400.0,GlobalFoundries,AMD,,,,,
CPU,2013-10-08,22.0,5.0,171.0,731.0,1467.0,Intel,Intel,,,,2013.0,10.0
CPU,2013-10-08,22.0,6.0,171.0,731.0,1333.0,Intel,Intel,,,,2013.0,10.0
CPU,2013-10-08,22.0,7.0,171.0,731.0,1467.0,Intel,Intel,,,,2013.0,10.0
CPU,2013-10-08,22.0,8.0,171.0,731.0,1750.0,Intel,Intel,,,,2013.0,10.0
CPU,2013-10-08,22.0,10.0,171.0,731.0,1910.0,Intel,Intel,,,,2013.0,10.0
CPU,2013-09-27,22.0,2.0,100.0,731.0,1333.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-27,22.0,8.0,100.0,731.0,1467.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,37.0,118.0,1400.0,2000.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,37.0,118.0,1400.0,2000.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,15.0,118.0,1400.0,1400.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,15.0,118.0,1400.0,1400.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-12-01,22.0,12.0,118.0,1400.0,1100.0,Intel,Intel,,,,2013.0,12.0
CPU,2013-09-01,22.0,15.0,118.0,1400.0,1600.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,35.0,94.0,731.0,2400.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,55.0,94.0,731.0,2800.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-12-01,22.0,54.0,177.0,1400.0,2700.0,Intel,Intel,,,,2013.0,12.0
CPU,2013-12-01,22.0,54.0,177.0,1400.0,2400.0,Intel,Intel,,,,2013.0,12.0
CPU,2013-12-01,22.0,54.0,177.0,1400.0,2200.0,Intel,Intel,,,,2013.0,12.0
CPU,2013-12-01,22.0,54.0,177.0,1400.0,2800.0,Intel,Intel,,,,2013.0,12.0
CPU,2013-09-11,22.0,4.0,171.0,731.0,1463.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-12-01,22.0,4.0,171.0,731.0,1580.0,Intel,Intel,,,,2013.0,12.0
CPU,2013-09-11,22.0,7.0,171.0,731.0,2000.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-12-01,22.0,7.0,171.0,731.0,2170.0,Intel,Intel,,,,2013.0,12.0
CPU,2013-09-11,22.0,7.0,171.0,731.0,1600.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-12-01,22.0,7.0,171.0,731.0,1860.0,Intel,Intel,,,,2013.0,12.0
CPU,2013-09-04,22.0,37.0,118.0,1400.0,2400.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-04,22.0,15.0,118.0,1400.0,1700.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-04,22.0,37.0,118.0,1400.0,2400.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-04,22.0,25.0,118.0,1400.0,1600.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,54.0,177.0,1400.0,3400.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,35.0,177.0,1400.0,2900.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,54.0,177.0,1400.0,3500.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,35.0,177.0,1400.0,3000.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,54.0,177.0,1400.0,3600.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,37.0,118.0,1400.0,2600.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,37.0,118.0,1400.0,2800.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,84.0,177.0,1400.0,3100.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,65.0,177.0,1400.0,2800.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-07-24,32.0,130.0,435.0,2270.0,3000.0,Intel,Intel,,,,2013.0,7.0
CPU,2013-09-01,22.0,37.0,131.0,960.0,2900.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,15.0,118.0,1300.0,2100.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,84.0,177.0,1400.0,3500.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,130.0,257.0,1860.0,3700.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-08-29,22.0,47.0,264.0,1400.0,1600.0,Intel,Intel,,,,2013.0,8.0
CPU,2013-08-29,22.0,47.0,264.0,1400.0,1800.0,Intel,Intel,,,,2013.0,8.0
CPU,2013-09-01,22.0,130.0,257.0,1860.0,3400.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,47.0,264.0,1400.0,2600.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-03,22.0,130.0,257.0,1860.0,3600.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,47.0,264.0,1400.0,2800.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,37.0,118.0,1400.0,2300.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,15.0,118.0,1400.0,1700.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,12.0,118.0,1400.0,1200.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,54.0,177.0,1400.0,3000.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,35.0,177.0,1400.0,2600.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,54.0,177.0,1400.0,3200.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,35.0,177.0,1400.0,2700.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,54.0,177.0,1400.0,3300.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,13.0,160.0,1400.0,1100.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-10,22.0,130.0,257.0,1860.0,3000.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-10,22.0,130.0,257.0,1860.0,3700.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-10,22.0,130.0,257.0,1860.0,3500.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-10,22.0,130.0,257.0,1860.0,3700.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-10,22.0,130.0,341.0,2800.0,3000.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,80.0,160.0,1400.0,1800.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,80.0,160.0,1400.0,2400.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,80.0,160.0,1400.0,2200.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,80.0,160.0,1400.0,2500.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,95.0,160.0,1400.0,1900.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,95.0,160.0,1400.0,2500.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,95.0,160.0,1400.0,2400.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,80.0,160.0,1400.0,1800.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,80.0,160.0,1400.0,2500.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,80.0,160.0,1400.0,2100.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,80.0,160.0,1400.0,2600.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,60.0,160.0,1400.0,2400.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,130.0,160.0,1400.0,3500.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,95.0,160.0,1400.0,2000.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,130.0,160.0,1400.0,3500.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,95.0,160.0,1400.0,2600.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,70.0,160.0,1400.0,1700.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,95.0,160.0,1400.0,2200.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,130.0,160.0,1400.0,3300.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,115.0,160.0,1400.0,2500.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,115.0,160.0,1400.0,2800.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,130.0,160.0,1400.0,3400.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,130.0,160.0,1400.0,3000.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,100.0,160.0,1400.0,2200.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,115.0,160.0,1400.0,2400.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-09-01,22.0,130.0,160.0,1400.0,2700.0,Intel,Intel,,,,2013.0,9.0
CPU,2013-06-17,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,,,,2013.0,6.0
CPU,2013-06-17,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,,,,2013.0,6.0
CPU,2013-06-17,22.0,270.0,350.0,5000.0,1100.0,Intel,Intel,,,,2013.0,6.0
CPU,2013-06-17,22.0,245.0,350.0,5000.0,1053.0,Intel,Intel,,,,2013.0,6.0
CPU,2013-06-17,22.0,300.0,350.0,5000.0,1238.0,Intel,Intel,,,,2013.0,6.0
CPU,2014-07-31,28.0,65.0,245.0,2411.0,3500.0,GlobalFoundries,AMD,,,,2014.0,7.0
CPU,2014-07-31,28.0,95.0,245.0,2411.0,3700.0,GlobalFoundries,AMD,,,,2014.0,7.0
CPU,2014-07-31,28.0,65.0,245.0,2411.0,3500.0,GlobalFoundries,AMD,,,,2014.0,7.0
CPU,,32.0,65.0,246.0,1303.0,3800.0,GlobalFoundries,AMD,,,,,
CPU,2014-07-31,28.0,65.0,245.0,2411.0,3400.0,GlobalFoundries,AMD,,,,2014.0,7.0
CPU,,32.0,65.0,246.0,1303.0,3800.0,GlobalFoundries,AMD,,,,,
CPU,2014-07-31,28.0,65.0,245.0,2411.0,3500.0,GlobalFoundries,AMD,,,,2014.0,7.0
CPU,2014-07-31,28.0,65.0,245.0,2411.0,3500.0,GlobalFoundries,AMD,,,,2014.0,7.0
CPU,2014-07-31,28.0,65.0,245.0,2411.0,3100.0,GlobalFoundries,AMD,,,,2014.0,7.0
CPU,2014-07-31,28.0,65.0,245.0,2411.0,3100.0,GlobalFoundries,AMD,,,,2014.0,7.0
CPU,2014-07-31,28.0,65.0,245.0,2411.0,3500.0,GlobalFoundries,AMD,,,,2014.0,7.0
CPU,2014-08-12,28.0,65.0,245.0,2411.0,3100.0,GlobalFoundries,AMD,,,,2014.0,8.0
CPU,2014-08-12,28.0,95.0,245.0,2411.0,3700.0,GlobalFoundries,AMD,,,,2014.0,8.0
CPU,,28.0,65.0,245.0,2411.0,3500.0,GlobalFoundries,AMD,,,,,
CPU,2014-09-02,32.0,95.0,315.0,1200.0,3200.0,Unknown,AMD,,,,2014.0,9.0
CPU,2014-09-02,32.0,125.0,315.0,1200.0,4000.0,Unknown,AMD,,,,2014.0,9.0
CPU,2014-09-02,32.0,95.0,315.0,1200.0,3300.0,Unknown,AMD,,,,2014.0,9.0
CPU,2014-08-30,14.0,7.0,171.0,731.0,1300.0,Intel,Intel,,,,2014.0,8.0
CPU,2014-08-30,14.0,10.0,171.0,731.0,1600.0,Intel,Intel,,,,2014.0,8.0
CPU,2014-08-30,14.0,12.0,171.0,731.0,1600.0,Intel,Intel,,,,2014.0,8.0
CPU,2014-05-22,22.0,4.0,171.0,731.0,1580.0,Intel,Intel,,,,2014.0,5.0
CPU,2014-05-22,22.0,7.0,171.0,731.0,2160.0,Intel,Intel,,,,2014.0,5.0
CPU,2014-05-22,22.0,7.0,171.0,731.0,1830.0,Intel,Intel,,,,2014.0,5.0
CPU,2014-09-05,14.0,5.0,50.0,731.0,800.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-05,14.0,5.0,50.0,731.0,800.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-10-27,14.0,5.0,50.0,731.0,800.0,Intel,Intel,,,,2014.0,10.0
CPU,2014-10-27,14.0,5.0,50.0,731.0,900.0,Intel,Intel,,,,2014.0,10.0
CPU,2014-10-27,14.0,5.0,50.0,731.0,1100.0,Intel,Intel,,,,2014.0,10.0
CPU,2014-09-05,14.0,5.0,50.0,731.0,1100.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-10-27,14.0,5.0,50.0,731.0,1200.0,Intel,Intel,,,,2014.0,10.0
CPU,2014-07-21,22.0,54.0,177.0,1400.0,3600.0,Intel,Intel,,,,2014.0,7.0
CPU,2014-07-21,22.0,35.0,177.0,1400.0,3100.0,Intel,Intel,,,,2014.0,7.0
CPU,2014-07-21,22.0,35.0,177.0,1400.0,3200.0,Intel,Intel,,,,2014.0,7.0
CPU,2014-07-21,22.0,54.0,177.0,1400.0,3800.0,Intel,Intel,,,,2014.0,7.0
CPU,2014-06-02,22.0,88.0,177.0,1400.0,3500.0,Intel,Intel,,,,2014.0,6.0
CPU,2014-07-01,22.0,47.0,264.0,1400.0,2200.0,Intel,Intel,,,,2014.0,7.0
CPU,2014-07-01,22.0,47.0,264.0,1400.0,2500.0,Intel,Intel,,,,2014.0,7.0
CPU,2014-09-01,22.0,140.0,356.0,2600.0,3300.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-01,22.0,140.0,356.0,2600.0,3500.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-01,22.0,140.0,356.0,2600.0,3000.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-07-21,22.0,54.0,177.0,1400.0,3200.0,Intel,Intel,,,,2014.0,7.0
CPU,2014-07-21,22.0,35.0,177.0,1400.0,2800.0,Intel,Intel,,,,2014.0,7.0
CPU,2014-06-02,22.0,54.0,131.0,960.0,3200.0,Intel,Intel,,,,2014.0,6.0
CPU,2014-07-21,22.0,35.0,177.0,1400.0,2900.0,Intel,Intel,,,,2014.0,7.0
CPU,2014-07-21,22.0,54.0,177.0,1400.0,3500.0,Intel,Intel,,,,2014.0,7.0
CPU,2014-05-11,22.0,84.0,160.0,1400.0,3300.0,Intel,Intel,,,,2014.0,5.0
CPU,2014-05-11,22.0,80.0,160.0,1400.0,3400.0,Intel,Intel,,,,2014.0,5.0
CPU,2014-05-11,22.0,25.0,160.0,1400.0,2000.0,Intel,Intel,,,,2014.0,5.0
CPU,2014-05-11,22.0,80.0,160.0,1400.0,3500.0,Intel,Intel,,,,2014.0,5.0
CPU,2014-09-08,22.0,140.0,356.0,2600.0,2800.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,140.0,356.0,2600.0,3100.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,140.0,356.0,2600.0,3500.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,140.0,356.0,2600.0,3700.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,140.0,356.0,2600.0,3500.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,140.0,356.0,2600.0,3000.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,140.0,356.0,2600.0,3200.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,135.0,356.0,2600.0,2900.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,135.0,356.0,2600.0,2600.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,135.0,356.0,2600.0,2500.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,85.0,356.0,2600.0,1600.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,52.0,356.0,2600.0,2000.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,85.0,356.0,2600.0,1900.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,75.0,356.0,2600.0,2300.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,85.0,356.0,2600.0,2400.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,85.0,356.0,2600.0,2400.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,105.0,356.0,2600.0,3000.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,85.0,356.0,2600.0,2500.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,75.0,356.0,2600.0,2000.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,85.0,356.0,2600.0,2400.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,85.0,356.0,2600.0,2400.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,55.0,356.0,2600.0,1800.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,135.0,356.0,2600.0,3500.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,90.0,356.0,2600.0,2600.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,135.0,356.0,2600.0,3400.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,75.0,356.0,2600.0,1800.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,105.0,356.0,2600.0,2300.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,105.0,356.0,2600.0,2300.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,65.0,356.0,2600.0,1800.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,105.0,356.0,2600.0,2300.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,105.0,356.0,2600.0,2200.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,105.0,356.0,2600.0,2600.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-09-08,22.0,105.0,356.0,2600.0,2800.0,Intel,Intel,,,,2014.0,9.0
CPU,2014-11-13,22.0,135.0,356.0,2600.0,2900.0,Intel,Intel,,,,2014.0,11.0
